File Path,File Size,File Name,Last Access Date,Unique ID,Purged Datetime,File Owner
/home/saeed/Documents/repos/scripts/filtered_results_3.csv,5693,filtered_results_3.csv,2023-08-11 10:17:04.737090,-105421118293067829,2023-08-11 10:17:13.938947,saeed
/home/saeed/Documents/repos/scripts/filtered_results_4.csv,5693,filtered_results_4.csv,2023-08-11 10:55:31.461168,6729354313392099005,2023-08-11 10:55:40.637206,saeed
/home/saeed/Documents/repos/scripts/filtered_results_20230813095332.csv,5693,filtered_results_20230813095332.csv,2023-08-13 10:00:49.718019,2339891531515932715,2023-08-13 10:00:57.436742,saeed
